[Header]
TITLE,RuCl3_TB001_9T_HparraC_Heat_Capacity
BYAPP,HeatCapacity,3.9.6,1.7
INFO,0,MASS:Sample Mass (mg)
INFO,0,MASSERR:Sample Mass Error (mg)
INFO,0,MOLWGHT:Formula Weight (g/mole)
INFO,0,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
8150581.58,Error: Warning: Current field is 90000.328 Oe;
8150581.78,Error: but addenda was obtained at 0.021 Oe.
8150601,Error: Temperature of platform does not match the system temperature : System = 3.0076 K;  Platform = 2.8635 K
8191915.34,,5905,,11.634,90000.328,9E-6,11.237875,0.10883694,341.64958,0.7692,20.687268,0.02542,362.33685,0.7688,0.53147226,22.03855,,,,,1,,,,1.6441048E-5,44.3229,126.28983,30.401617,0
8192073.58,,5905,,11.6376,90000.328,9.1E-6,11.235008,0.11140991,344.82257,0.3049,20.67069,0.0254,365.49326,0.3049,0.056253943,22.426798,0.002795106,99.765991,,,1,,,,1.6331196E-5,44.0771,126.2254,30.691796,0
8192234.86,,5905,,11.6347,90000.328,9.1E-6,11.236199,0.1132723,351.61681,0.5946,20.679151,0.02541,372.29596,0.5946,1.4343476,23.977508,0.0054543962,99.564886,,,1,,,,1.5587423E-5,44.853595,126.25218,31.293215,0
8192545.55,,5905,,11.8648,90000.328,9.1E-6,11.454578,0.11485679,355.62189,0.2874,21.660244,0.02612,377.28213,0.2862,0.066333483,22.292685,,,,,1,,,,1.6924032E-5,47.955017,131.20736,31.046267,0
8192706.41,,5905,,11.8654,90000.328,9.1E-6,11.454696,0.11396908,354.77084,0.2568,21.658085,0.02612,376.42892,0.2568,0.19058912,22.590265,0.0034294685,99.719423,,,1,,,,1.6704976E-5,44.585371,131.21006,30.97165,0
8192867.78,,5905,,11.861,90000.328,9.2E-6,11.455622,0.11491848,354.67051,0.2815,21.662592,0.02612,376.3331,0.2815,0.063183199,22.547069,0.0030455613,99.750524,,,1,,,,1.6728081E-5,45.180531,131.23128,30.960388,0
8193194.38,,5905,,12.0907,90000.328,9.1E-6,11.672497,0.11190272,366.45497,0.2958,22.6611,0.02667,389.11607,0.2946,0.069121605,22.154343,,,,,1,,,,1.7563873E-5,45.094137,136.24718,31.394738,0
8193354.39,,5905,,12.0907,90000.328,9E-6,11.674489,0.11308963,361.12432,0.48,22.67184,0.02667,383.79616,0.4793,0.74677967,22.046747,,,,,1,,,,1.740829E-5,44.308687,136.29369,30.932774,0
8193512.2,,5905,,12.0878,90000.328,9.1E-6,11.673818,0.11515098,364.46161,0.225,22.664683,0.02667,387.12629,0.225,0.16301718,22.628996,0.0024668251,99.801919,,,1,,,,1.7137631E-5,44.093493,136.27802,31.22043,0
8193809.69,,5905,,12.319,90000.328,9.2E-6,11.892394,0.118522,375.90742,0.447,23.688946,0.02705,399.59636,0.447,0.23573133,23.40752,0.0040822359,99.68652,,,1,,,,1.7118797E-5,45.257992,141.42902,31.609063,0
8193977.44,,5905,,12.3222,90000.328,9.1E-6,11.895181,0.11782102,375.61242,0.2746,23.703702,0.02706,399.31612,0.2733,0.29652361,22.41528,,,,,1,,,,1.781446E-5,46.81504,141.49533,31.576856,0
8194137.72,,5905,,12.319,90000.328,9E-6,11.894081,0.11818791,376.35361,0.3282,23.696136,0.02705,400.04975,0.3282,0.19605696,23.126977,0.0042761644,99.667336,,,1,,,,1.7349078E-5,44.83056,141.46917,31.642092,0
8194468.98,,5905,,12.5448,90000.328,9.1E-6,12.112825,0.11769664,387.77142,0.2855,24.743643,0.02734,412.51507,0.2842,0.077011044,22.748648,,,,,1,,,,1.8133608E-5,46.253954,146.72054,32.013293,0
8194631.67,,5905,,12.5449,90000.328,9.1E-6,12.114121,0.12095024,386.1711,0.2637,24.745504,0.02734,410.9166,0.2637,0.12271118,23.099681,0.0033913172,99.740067,,,1,,,,1.7829794E-5,45.497297,146.75194,31.877764,0
8194796.39,,5905,,12.5449,90000.328,9.1E-6,12.117554,0.12239838,386.47323,0.3703,24.763267,0.02734,411.23649,0.3703,0.079959753,23.307686,0.0035690336,99.728849,,,1,,,,1.7686189E-5,46.199361,146.83511,31.893667,0
8195103.8,,5905,,12.775,90000.328,9.1E-6,12.33406,0.12388851,397.97071,0.4098,25.818063,0.02763,423.78877,0.4098,0.15948127,23.661996,0.0042767926,99.683303,,,1,,,,1.796029E-5,46.615372,152.12905,32.265993,0
8195296.34,,5905,,12.775,90000.328,9.1E-6,12.332832,0.12209046,397.4095,0.4318,25.816093,0.02763,423.22559,0.4309,0.078208944,22.778891,,,,,1,,,,1.8579728E-5,47.323992,152.09875,32.223702,0
8195458.88,,5905,,12.7709,90000.328,9.1E-6,12.331023,0.12258086,397.97068,0.3434,25.802683,0.02762,423.77336,0.3434,0.056117026,23.281626,0.0028766434,99.783557,,,1,,,,1.8236877E-5,45.557782,152.05413,32.273938,0
8195760.55,,5905,,12.9989,90000.328,9.1E-6,12.549231,0.12569488,408.39924,0.3825,26.890019,0.02801,435.28926,0.3825,0.36830842,23.900575,0.0047304339,99.657622,,,1,,,,1.8267591E-5,46.563252,157.48319,32.543767,0
8195929.38,,5905,,12.9989,90000.328,9.1E-6,12.552718,0.1280448,409.20118,0.2824,26.906398,0.02802,436.10758,0.2824,0.10510464,23.586879,0.0028411645,99.791594,,,1,,,,1.8523415E-5,47.80115,157.57072,32.598613,0
8196095.77,,5905,,12.9989,90000.328,9.1E-6,12.552588,0.12704807,408.21503,0.3289,26.906444,0.02802,435.12147,0.3289,0.057459591,23.483778,0.0038933505,99.713596,,,1,,,,1.8575447E-5,47.173758,157.56747,32.520387,0
8196403.48,,5905,,13.2269,90000.328,9.1E-6,12.769574,0.12785186,420.33996,0.4401,28.012406,0.02862,448.35236,0.4401,0.14232582,24.085255,0.0045747734,99.674929,,,1,,,,1.8668593E-5,46.967555,163.06202,32.917305,0
8196572.88,,5905,,13.2269,90000.328,9E-6,12.772841,0.13037464,420.1516,0.2591,28.02817,0.02863,448.17977,0.2591,0.21790825,23.766361,0.0034432643,99.752413,,,1,,,,1.8898876E-5,48.170511,163.14546,32.894138,0
8196740.58,,5905,,13.2269,90000.328,9.1E-6,12.772737,0.12937512,420.09228,0.2961,28.028446,0.02863,448.12073,0.2961,0.097357361,23.742225,0.0033651307,99.757827,,,1,,,,1.8914693E-5,47.532721,163.1428,32.889763,0
8197043.84,,5905,,13.4512,90000.328,9.1E-6,12.993524,0.13048612,431.85543,0.4557,29.180794,0.02956,461.03622,0.4557,0.14169675,24.353354,0.0049260099,99.657945,,,1,,,,1.8988141E-5,47.48445,168.83166,33.236206,0
8197216.41,,5905,,13.4556,90000.328,9.1E-6,12.997136,0.13310211,432.28793,0.2773,29.197382,0.02958,461.48531,0.2773,2.6289912,24.062332,0.0034080385,99.760585,,,1,,,,1.9219137E-5,48.706709,168.92554,33.260246,0
8197387.02,,5905,,13.4588,90000.328,9.1E-6,12.997328,0.13207958,429.85498,0.2763,29.19815,0.02958,459.05313,0.2763,0.090100046,23.685197,0.0025465684,99.819233,,,1,,,,1.9412215E-5,48.124664,168.93052,33.072566,0
8197747.91,,5905,,13.6831,90000.328,9.1E-6,13.214017,0.12904295,438.76574,0.568,30.362306,0.0309,469.12804,0.5671,0.23693735,23.65102,,,,,1,,,,1.9835425E-5,47.370393,174.61023,33.20457,0
8197915.56,,5905,,13.6831,90000.328,9E-6,13.217408,0.13256606,442.81142,0.6088,30.375258,0.03092,473.18667,0.6088,3.7172062,24.092601,0.0018813046,99.869885,,,1,,,,1.9662742E-5,47.30204,174.69988,33.502137,0
8198158.14,,5905,,13.6833,90000.328,9.1E-6,13.217205,0.13533018,441.01784,1.107,30.375225,0.03092,471.39307,1.107,0.032947497,24.430549,0.0026688714,99.818541,,,1,,,,1.9325936E-5,48.185202,174.69452,33.366951,0
8198469.03,,5905,,13.9092,90000.328,9E-6,13.435944,0.13597778,456.98007,0.4815,31.569433,0.03259,488.5495,0.4815,0.13024273,24.830991,0.0046482568,99.689571,,,1,,,,1.9728605E-5,48.861097,180.52459,34.011758,0
8198644.7,,5905,,13.9087,90000.328,9.1E-6,13.439374,0.13801772,456.87023,0.3096,31.587039,0.03262,488.45727,0.3096,0.22008865,24.543654,0.0038623347,99.739317,,,1,,,,1.9947084E-5,49.661982,180.61679,33.994903,0
8198842.45,,5905,,13.9086,90000.328,9.1E-6,13.439453,0.13715379,456.8189,0.303,31.588538,0.03262,488.40744,0.303,1.488854,24.547973,0.0038426655,99.740729,,,1,,,,1.9941292E-5,49.087307,180.6189,33.990885,0
8199153.59,,5905,,14.1363,90000.328,9E-6,13.653852,0.1380151,469.27668,0.4879,32.786273,0.03449,502.06295,0.4879,0.17254329,25.069684,0.0051623908,99.661781,,,1,,,,2.0086086E-5,49.095946,186.42769,34.369544,0
8199354.83,,5905,,14.1363,90000.328,9.1E-6,13.657895,0.14066017,469.18882,0.377,32.808178,0.03453,501.997,0.377,1.010603,24.820678,0.0047544555,99.685673,,,1,,,,2.0280671E-5,50.139368,186.5381,34.352937,0
8199530.94,,5905,,14.1379,90000.328,9E-6,13.657735,0.1394565,471.28753,0.4979,32.806703,0.03452,504.09423,0.4979,0.41097576,24.869073,0.0044080381,99.708048,,,1,,,,2.0321812E-5,49.641357,186.53372,34.507006,0
8199850.39,,5905,,14.3689,90000.328,9.1E-6,13.878602,0.14077152,482.92082,0.4994,34.065586,0.03658,516.98641,0.4994,0.1782454,25.338666,0.0049029598,99.684889,,,1,,,,2.045935E-5,49.738146,192.61559,34.796071,0
8200028.75,,5905,,14.3641,90000.328,9E-6,13.882263,0.14323029,482.4847,0.3614,34.085307,0.03662,516.57,0.3614,0.19870461,25.022,0.003777888,99.754569,,,1,,,,2.0688951E-5,50.677332,192.71722,34.755479,0
8200204.98,,5905,,14.3594,90000.328,9.1E-6,13.881925,0.14198708,483.00635,0.3878,34.084075,0.03661,517.09043,0.3878,0.10321962,24.976628,0.0033254206,99.783407,,,1,,,,2.0742187E-5,50.043999,192.70784,34.793903,0
8200524.39,,5905,,14.591,90000.328,9.1E-6,14.102892,0.14296199,496.24266,0.4802,35.368165,0.0387,531.61083,0.4802,0.15958889,25.593178,0.0048629574,99.693346,,,1,,,,2.0827268E-5,49.953255,198.89156,35.187298,0
8200704.27,,5905,,14.591,90000.328,9.2E-6,14.106624,0.14584079,496.12434,0.3579,35.389059,0.03873,531.5134,0.3579,0.18187708,25.311491,0.0040984717,99.738954,,,1,,,,2.104679E-5,51.186355,198.99685,35.169601,0
8200881.72,,5905,,14.5915,90000.328,9.1E-6,14.106682,0.1448054,496.11345,0.3965,35.390207,0.03873,531.50366,0.3965,0.078960442,25.244229,0.0037569426,99.760119,,,1,,,,2.1098578E-5,50.622982,198.99848,35.168684,0
8201226.58,,5905,,14.8154,90000.328,9.1E-6,14.321986,0.14426688,516.09663,1.145,36.664612,0.04068,552.76124,1.145,0.13663688,26.237076,0.0099779129,99.383088,,,1,,,,2.1181991E-5,50.488459,205.11928,36.03527,0
8201410.02,,5905,,14.8155,90000.328,9E-6,14.328901,0.15105416,509.30127,1.021,36.705465,0.04073,546.00674,1.021,0.02977775,26.087469,0.0059461335,99.635525,,,1,,,,2.0996477E-5,52.474152,205.31742,35.543637,0
8201620,,5905,,14.8204,90000.328,9.2E-6,14.32612,0.15227955,510.19932,0.7636,36.69286,0.04072,546.89218,0.7636,9.7540515,26.987241,0.0082221994,99.511472,,,1,,,,2.0351452E-5,52.174939,205.23772,35.613223,0
8201951.52,,5905,,15.0477,90000.328,9.1E-6,14.546477,0.15324299,523.66171,0.4757,38.008806,0.04249,561.67051,0.4757,0.2989,26.107138,0.0047091978,99.713492,,,1,,,,2.1567802E-5,53.974482,211.59998,35.999213,0
8202160.75,,5905,,15.0479,90000.328,9.1E-6,14.548186,0.15134968,523.32075,0.4687,38.020418,0.04251,561.34117,0.4687,0.067307824,25.812281,0.004146145,99.745138,,,1,,,,2.179536E-5,52.214276,211.64973,35.971545,0
8202367.09,,5905,,15.0426,90000.328,9.1E-6,14.548861,0.14974081,522.65758,0.7833,38.023662,0.04251,560.68125,0.7833,0.015308184,25.397477,0.0024480976,99.847353,,,1,,,,2.2105589E-5,51.624562,211.66936,35.924295,0
8202683.14,,5905,,15.273,90000.328,9.1E-6,14.76865,0.15023645,537.0211,0.5403,39.367418,0.04403,576.38852,0.5403,0.30627368,26.481438,0.0054347901,99.676719,,,1,,,,2.1827048E-5,50.794954,218.11302,36.362233,0
8202868.88,,5905,,15.273,90000.328,9.1E-6,14.773731,0.15495393,537.00897,0.3896,39.396561,0.04406,576.40553,0.3896,0.14929374,26.119283,0.0040245137,99.757593,,,1,,,,2.2114751E-5,52.962876,218.26312,36.348908,0
8203078.41,,5905,,15.273,90000.328,9.1E-6,14.773475,0.15365872,537.05975,0.3486,39.395973,0.04406,576.45573,0.3486,0.4563043,26.11412,0.0040116036,99.758301,,,1,,,,2.2120913E-5,52.238566,218.25556,36.352974,0
8203398.64,,5905,,15.5016,90000.328,9E-6,14.986651,0.15477739,550.65429,0.5053,40.718322,0.04533,591.37261,0.5053,0.18005521,26.727098,0.0055779709,99.673697,,,1,,,,2.2189148E-5,52.228241,224.59972,36.742984,0
8203585.45,,5905,,15.5016,90000.328,9E-6,14.990884,0.15775728,551.08287,0.394,40.743081,0.04535,591.82595,0.394,0.14943652,26.331931,0.0034277051,99.79663,,,1,,,,2.2515318E-5,53.454196,224.72662,36.761198,0
8203769.14,,5905,,15.502,90000.328,9.1E-6,14.997153,0.15714309,550.81252,0.7087,40.78517,0.04539,591.59769,0.7087,0.054692868,26.695515,0.0051323134,99.699821,,,1,,,,2.2218791E-5,52.663863,224.91461,36.727805,0
8204099.63,,5905,,15.7256,90000.328,9E-6,15.214514,0.15870011,565.96624,0.5025,42.151574,0.04657,608.11782,0.5025,1.1424643,26.882389,0.0047662952,99.724601,,,1,,,,2.267554E-5,53.39103,231.48143,37.199102,0
8204289.02,,5905,,15.7308,90000.328,9.2E-6,15.217602,0.16078896,565.36598,0.3832,42.17165,0.04658,607.53763,0.3832,0.14447624,26.676958,0.0041212346,99.76042,,,1,,,,2.2821243E-5,53.764779,231.57542,37.152107,0
8204475.69,,5905,,15.7308,90000.328,9E-6,15.217963,0.16005639,565.26321,0.4242,42.173127,0.04659,607.43633,0.4242,0.16187689,26.6143,0.0032733316,99.809368,,,1,,,,2.2861436E-5,53.353916,231.58641,37.144472,0
8204800.03,,5905,,15.956,90000.328,9E-6,15.429026,0.16315946,577.75738,0.8564,43.528489,0.04772,621.28587,0.8564,0.40598391,28.050535,0.0076424386,99.580542,,,1,,,,2.2229509E-5,53.228601,238.05484,37.446134,0
8205022.08,,5905,,15.956,90000.328,9E-6,15.429916,0.16759812,578.36979,0.3502,43.526828,0.04771,621.89661,0.3502,0.54792428,26.975273,0.0041022149,99.765971,,,1,,,,2.3101104E-5,56.10107,238.08231,37.483664,0
8205210.02,,5905,,15.9558,90000.328,9.1E-6,15.428602,0.16357986,577.98331,0.5345,43.519069,0.04771,621.50238,0.5345,0.10776603,26.843485,0.003126942,99.820882,,,1,,,,2.3188755E-5,53.950546,238.04177,37.461807,0
8205540.41,,5905,,16.182,90000.328,9E-6,15.651289,0.16442752,593.63958,0.5873,44.968467,0.04896,638.60804,0.5873,0.10488297,27.625987,0.0054277855,99.699187,,,1,,,,2.3176489E-5,53.686971,244.96285,37.929117,0
8205731.92,,5905,,16.1819,90000.328,9.1E-6,15.656017,0.16856278,593.75888,0.466,44.996971,0.04899,638.75585,0.466,0.15329968,27.3446,0.0047789985,99.732583,,,1,,,,2.3413619E-5,55.251975,245.11088,37.925283,0
8205921.94,,5905,,16.182,90000.328,9.1E-6,15.656226,0.1675138,593.41187,0.4926,44.999199,0.04899,638.41107,0.4926,0.084646889,27.245304,0.0043197774,99.757575,,,1,,,,2.3481173E-5,54.689199,245.11741,37.902613,0
8206257.48,,5905,,16.4058,90000.328,9.1E-6,15.871899,0.16861975,607.24792,0.6349,46.4234,0.05036,653.67132,0.6349,0.31549585,27.917367,0.0065773242,99.641967,,,1,,,,2.3487129E-5,54.490608,251.91718,38.259311,0
8206480.27,,5905,,16.4113,90000.328,9.1E-6,15.876116,0.17235608,608.67262,0.4213,46.450993,0.05039,655.12361,0.4213,0.85105074,27.747446,0.0051636666,99.716927,,,1,,,,2.3668098E-5,55.834733,252.05105,38.338888,0
8206673.22,,5905,,16.4113,90000.328,9E-6,15.878794,0.17308794,606.86388,0.7146,46.470485,0.05041,653.33436,0.7146,0.2807181,28.055545,0.0052914463,99.713937,,,1,,,,2.3344827E-5,55.494892,252.1361,38.218512,0
8207008,,5905,,16.6391,90000.328,9.1E-6,16.096823,0.17401808,623.35386,0.6075,47.929019,0.05204,671.28288,0.6075,0.11300592,28.24647,0.0061136186,99.672776,,,1,,,,2.3832487E-5,56.11109,259.1077,38.725273,0
8207231.56,,5905,,16.6335,90000.328,9E-6,16.100586,0.17648506,623.13138,0.419,47.955109,0.05207,671.08649,0.419,0.486327,28.039659,0.0052299653,99.71832,,,1,,,,2.3991776E-5,56.49294,259.22887,38.702404,0
8207426.36,,5905,,16.6335,90000.328,9.1E-6,16.10087,0.17551121,622.9638,0.5232,47.95551,0.05207,670.91931,0.5232,0.077198205,27.856232,0.0044423217,99.759295,,,1,,,,2.4135182E-5,56.079318,259.23801,38.691314,0
8207766.86,,5905,,16.864,90000.328,9E-6,16.320362,0.17737749,638.07084,0.8763,49.456534,0.05406,687.52738,0.8763,0.91187884,29.046971,0.0073914827,99.617773,,,1,,,,2.3747746E-5,55.712464,266.35422,39.096611,0
8207968.06,,5905,,16.864,90000.328,9.1E-6,16.327915,0.18208963,638.44434,0.4911,49.501276,0.05412,687.94562,0.4911,0.2400657,28.221339,0.0045879913,99.756118,,,1,,,,2.4428125E-5,58.093941,266.60081,39.101401,0
8208191.22,,5905,,16.8658,90000.328,9.2E-6,16.324307,0.17898269,638.10075,0.5385,49.478398,0.05409,687.57915,0.5385,0.058338234,28.129122,0.004781641,99.744987,,,1,,,,2.4497509E-5,56.442678,266.48299,39.088995,0
8208528.45,,5905,,17.0909,90000.328,9E-6,16.544598,0.1795297,648.61102,0.7117,51.000338,0.05642,699.61136,0.7117,0.18854689,28.170214,0.0058167558,99.6938,,,1,,,,2.4900722E-5,56.258244,273.72372,39.203795,0
8208724.14,,5905,,17.0945,90000.328,9E-6,16.548971,0.181859,653.88766,0.4822,51.033998,0.05647,704.92165,0.4822,0.25928186,28.586754,0.0048415246,99.747344,,,1,,,,2.4712784E-5,56.340427,273.86845,39.512284,0
8208923,,5905,,17.0909,90000.328,9.1E-6,16.547393,0.18336632,653.50878,0.5796,51.021024,0.05645,704.52981,0.5796,0.060239245,28.417322,0.004202875,99.779477,,,1,,,,2.4839417E-5,57.173508,273.8162,39.493157,0
8209264.95,,5905,,17.3201,90000.328,9.1E-6,16.762292,0.18425364,668.83973,0.5781,52.533389,0.05903,721.37312,0.5781,0.3457925,29.164624,0.0066301343,99.662491,,,1,,,,2.480655E-5,56.834645,280.97444,39.901448,0
8209526.56,,5905,,17.3201,90000.328,9.1E-6,16.77358,0.18898442,656.92009,1.638,52.605167,0.05916,709.52526,1.638,0.032226789,27.781636,0.0032107316,99.831436,,,1,,,,2.5576332E-5,58.329248,281.35299,39.163976,0
8209747.66,,5905,,17.3143,90000.328,9.1E-6,16.771847,0.18024533,660.37227,1.464,52.6105,0.05917,712.98277,1.463,0.73474881,28.093701,,,,,1,,,,2.5378741E-5,55.563272,281.29485,39.373855,0
8210090.39,,5905,,17.5472,90000.328,9.1E-6,16.98656,0.18644559,684.48964,0.7401,54.131213,0.06198,738.62085,0.7401,0.22901661,29.735653,0.0073048142,99.637345,,,1,,,,2.4917234E-5,56.187402,288.54323,40.295954,0
8210294.91,,5905,,17.5507,90000.328,9.1E-6,16.994321,0.19399559,683.71745,0.4471,54.181667,0.06208,737.89911,0.4471,0.85056036,29.044302,0.0041255631,99.790907,,,1,,,,2.5451695E-5,59.471306,288.80693,40.232114,0
8210495.88,,5905,,17.5448,90000.328,9.1E-6,16.993606,0.19088687,684.50754,0.567,54.176204,0.06207,738.68374,0.567,0.12685847,28.919896,0.0045826336,99.766451,,,1,,,,2.5593759E-5,58.088603,288.78264,40.2803,0
8210843.13,,5905,,17.7736,90000.328,9.2E-6,17.211269,0.19201539,701.28931,0.7107,55.751802,0.06515,757.04112,0.7107,0.22269881,29.789398,0.0062241212,99.693058,,,1,,,,2.5480263E-5,57.839792,296.22779,40.745938,0
8211077.2,,5905,,17.773,90000.328,9.1E-6,17.217212,0.19742907,701.09204,0.4981,55.792479,0.06523,756.88452,0.4981,1.1362589,29.487485,0.0048065017,99.760864,,,1,,,,2.5720793E-5,59.578797,296.43239,40.720416,0
8211309.06,,5905,,17.773,90000.328,9E-6,17.217127,0.19622348,701.00074,0.4844,55.793376,0.06523,756.79411,0.4844,0.75269814,29.472259,0.0050794696,99.747159,,,1,,,,2.5734041E-5,58.97497,296.42947,40.715314,0
8211654.25,,5905,,18.0005,90000.328,9.1E-6,17.435314,0.19754505,716.7705,0.7582,57.390165,0.06848,774.16067,0.7582,0.19709222,30.129819,0.0065289706,99.68357,,,1,,,,2.5764102E-5,58.944518,303.99016,41.110273,0
8211863.06,,5905,,17.9999,90000.328,9.1E-6,17.440972,0.20202641,717.37932,0.5893,57.428299,0.06856,774.80761,0.5893,0.15279348,29.786729,0.0051424569,99.747974,,,1,,,,2.606819E-5,60.259637,304.18749,41.131843,0
8212098.83,,5905,,18.0005,90000.328,9.1E-6,17.44064,0.20067219,717.02487,0.5378,57.427252,0.06856,774.45212,0.5378,0.7831797,29.773412,0.0050697347,99.751535,,,1,,,,2.6067082E-5,59.573457,304.17591,41.112303,0
