% xData0 , data0, errData0, xTheory0 , theory0, xData1 , data1, errData1, xTheory1 , theory1, xData2 , data2, errData2, xTheory2 , theory2, xData3 , data3, errData3, xTheory3 , theory3
 , , , 0.18496094, 0.0684423298,  , , , 0.18496094, 0.0714528337,  , , , 0.18496094, 0.0917630568,  , , , 0.18496094, 0.188631371
 , , , 0.18574219, 0.0683524832,  , , , 0.18574219, 0.0714242533,  , , , 0.18574219, 0.0918441638,  , , , 0.18574219, 0.188619912
 , , , 0.18652344, 0.0682623535,  , , , 0.18652344, 0.0713970214,  , , , 0.18652344, 0.0919253305,  , , , 0.18652344, 0.188608408
 , , , 0.18730469, 0.0681723356,  , , , 0.18730469, 0.0713711306,  , , , 0.18730469, 0.0920064896,  , , , 0.18730469, 0.18859686
 , , , 0.18808594, 0.068082802,  , , , 0.18808594, 0.0713465512,  , , , 0.18808594, 0.0920875669,  , , , 0.18808594, 0.188585266
 , , , 0.18886719, 0.0679941028,  , , , 0.18886719, 0.0713232532,  , , , 0.18886719, 0.0921685025,  , , , 0.18886719, 0.188573629
 , , , 0.18964844, 0.0679065734,  , , , 0.18964844, 0.0713012144,  , , , 0.18964844, 0.092249237,  , , , 0.18964844, 0.188561931
 , , , 0.19042969, 0.0678205118,  , , , 0.19042969, 0.0712804049,  , , , 0.19042969, 0.0923297107,  , , , 0.19042969, 0.188550204
 , , , 0.19121094, 0.0677362159,  , , , 0.19121094, 0.0712607801,  , , , 0.19121094, 0.0924098566,  , , , 0.19121094, 0.188538417
 , , , 0.19199219, 0.0676539466,  , , , 0.19199219, 0.0712423176,  , , , 0.19199219, 0.0924896225,  , , , 0.19199219, 0.188526586
 , , , 0.19277344, 0.0675739497,  , , , 0.19277344, 0.0712249875,  , , , 0.19277344, 0.0925689563,  , , , 0.19277344, 0.188514695
 , , , 0.19355469, 0.0674964488,  , , , 0.19355469, 0.0712087452,  , , , 0.19355469, 0.0926477984,  , , , 0.19355469, 0.188502774
 , , , 0.19433594, 0.0674216375,  , , , 0.19433594, 0.071193561,  , , , 0.19433594, 0.092726104,  , , , 0.19433594, 0.188490793
 , , , 0.19511719, 0.0673496947,  , , , 0.19511719, 0.0711793974,  , , , 0.19511719, 0.0928038284,  , , , 0.19511719, 0.188478768
 , , , 0.19589844, 0.0672807768,  , , , 0.19589844, 0.0711662248,  , , , 0.19589844, 0.0928809121,  , , , 0.19589844, 0.188466698
 , , , 0.19667969, 0.067215018,  , , , 0.19667969, 0.0711539984,  , , , 0.19667969, 0.0929573178,  , , , 0.19667969, 0.188454583
 , , , 0.19746094, 0.06715253,  , , , 0.19746094, 0.0711426809,  , , , 0.19746094, 0.0930329934,  , , , 0.19746094, 0.188442424
 , , , 0.19824219, 0.0670934021,  , , , 0.19824219, 0.0711322427,  , , , 0.19824219, 0.093107909,  , , , 0.19824219, 0.188430205
 , , , 0.19902344, 0.0670377165,  , , , 0.19902344, 0.0711226389,  , , , 0.19902344, 0.0931820124,  , , , 0.19902344, 0.188417941
 , , , 0.19980469, 0.0669855177,  , , , 0.19980469, 0.0711138397,  , , , 0.19980469, 0.0932552814,  , , , 0.19980469, 0.188405633
 , , , 0.20058594, 0.0669368431,  , , , 0.20058594, 0.071105808,  , , , 0.20058594, 0.0933276564,  , , , 0.20058594, 0.18839328
 , , , 0.201367191, 0.0668917149,  , , , 0.201367191, 0.0710985065,  , , , 0.201367191, 0.0933991224,  , , , 0.201367191, 0.188380867
 , , , 0.202148441, 0.0668501258,  , , , 0.202148441, 0.0710919052,  , , , 0.202148441, 0.0934696421,  , , , 0.202148441, 0.188368425
