[Header]
TITLE,RuCl3_TB001_HeatCapacity_1.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,33,MASS:Sample Mass (mg)
INFO,0.1,MASSERR:Sample Mass Error (mg)
INFO,207.43,MOLWGHT:Formula Weight (g/mole)
INFO,4,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
#TB THE FOLLOWING 2 LINES WERE BELOW COLUMN HEADERS SO I HAD TO MOVE THEM HERE
3144097.61,Error: Temperature of platform does not match the system temperature : System = 16.006 K;  Platform = 17.025 K
3144936.58,CALFILE: C:\QdPpms\HEATCA~1\TempCal\Standard\Puck1960_9.cal|Addenda #3 measured on 05/02/2025 from 2.8972 to 302.75 K

[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (�J/K),Addenda HC Err (�J/K),Total HC (�J/K),Total HC Err (�J/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (�J/K)
3144936.72,,5905,,15.9974,0.021,9.1E-6,15.449737,0.38809342,3.4097252,0.01169,43.838577,0.04798,586.29112,0.8708,0.17464073,24.516109,0.0030759311,99.818408,203.14146,0.317,1,,,,2.3951773E-5,41.511169,238.69438,0.22069794,0
3145134.19,,5905,,16.006,0.021,9.1E-6,15.407613,0.31855236,3.3993506,0.01111,43.488197,0.04768,584.29026,0.6624,3.4404391,24.928853,0.0037246555,99.782777,202.79551,0.2906,1,,,,2.3482031E-5,49.032219,237.39453,0.22062799,0
3145309.38,,5905,,15.9956,0.021,9.2E-6,15.414538,0.31961599,3.4046658,0.0113,43.531198,0.04772,585.17884,0.7333,5.0720692,25.135865,0.0046743685,99.729399,202.77998,0.2993,1,,,,2.3334762E-5,49.857706,237.60797,0.22087369,0
3145610.7,,5905,,15.8686,0.021,9.2E-6,15.308331,0.31413288,3.3724782,0.01181,42.847567,0.04715,579.3745,0.9432,0.3191659,25.181468,0.0053258074,99.690494,202.02773,0.3255,1,,,,2.3069242E-5,50.271731,234.34501,0.22030345,0
3145811.48,,5905,,15.8686,0.021,9.1E-6,15.32988,0.32089027,3.3742317,0.01211,42.99228,0.04727,579.79817,1.033,0.46093336,25.490993,0.0063509158,99.636145,202.27673,0.3373,1,,,,2.2816435E-5,50.362937,235.00522,0.22010816,0
3145990.89,,5905,,15.8686,0.021,9.1E-6,15.352743,0.32364694,3.3841109,0.01228,43.136802,0.04739,581.51437,1.074,0.40647863,25.540672,0.0067310968,99.615198,202.37916,0.3422,1,,,,2.2843576E-5,50.981986,235.70671,0.22042387,0
3146299.78,,5905,,15.7414,0.021,9E-6,15.254481,0.31683218,3.3419914,0.01185,42.502327,0.04686,574.17911,0.9779,0.31291308,25.183698,0.0058658814,99.65935,201.9332,0.3308,1,,,,2.2866472E-5,51.081345,232.6992,0.2190826,0
3146500.58,,5905,,15.7315,0.021,9.1E-6,15.272758,0.31904023,3.3457114,0.01166,42.623757,0.04696,574.89236,0.916,0.36990326,25.151301,0.0057148088,99.668209,202.09947,0.3231,1,,,,2.2922602E-5,50.367395,233.25712,0.219064,0
3146701.52,,5905,,15.7364,0.021,9.1E-6,15.287276,0.31875495,3.3536568,0.01139,42.715436,0.04704,576.24807,0.8181,1.0382194,25.087281,0.005164568,99.6994,202.13019,0.3104,1,,,,2.302911E-5,50.302601,233.7008,0.2193757,0
3147002.03,,5905,,15.6066,0.021,9.1E-6,15.17381,0.31078607,3.2992862,0.01074,41.984769,0.04643,566.8676,0.624,14.878542,24.485507,0.0030957375,99.815397,201.73623,0.2864,1,,,,2.3187862E-5,50.174563,230.24451,0.21743295,0
3147174.02,,5905,,15.6016,0.021,9.1E-6,15.179393,0.3108787,3.3025732,0.01081,42.024748,0.04646,567.4305,0.6509,2.6871205,24.546729,0.0037791569,99.775133,201.74288,0.2898,1,,,,2.3161013E-5,48.971013,230.41397,0.21756951,0
3147371.23,,5905,,15.6065,0.021,9.1E-6,15.182495,0.31166812,3.3028572,0.01081,42.044535,0.04648,567.49547,0.649,16.622673,24.514135,0.0034497446,99.794557,201.77827,0.2896,1,,,,2.3190588E-5,49.093458,230.50816,0.21754377,0
3147666.86,,5905,,15.4741,0.021,9.2E-6,15.058525,0.30486333,3.2483103,0.01049,41.257175,0.0458,558.03025,0.5779,5.0425603,24.253251,0.0032635574,99.803189,201.25463,0.2808,1,,,,2.3047389E-5,49.02827,226.75917,0.21571238,0
3147836.67,,5905,,15.4742,0.021,9.1E-6,15.060004,0.30663232,3.2530393,0.01058,41.270744,0.04582,558.79616,0.6111,0.3850201,24.188012,0.0023593504,99.857252,201.17598,0.2849,1,,,,2.3130524E-5,48.506501,226.80373,0.2160052,0
3148031.27,,5905,,15.4791,0.021,9.1E-6,15.060283,0.30645384,3.252213,0.01053,41.272737,0.04582,558.6667,0.5913,7.8710288,24.221451,0.0027241725,99.835424,201.19689,0.2824,1,,,,2.3097572E-5,48.376025,226.81214,0.21594634,0
3148324.83,,5905,,15.3438,0.021,9E-6,14.928684,0.30012158,3.1976793,0.01038,40.44491,0.04508,549.16311,0.5916,1.8572598,23.968551,0.0022131791,99.864525,200.57578,0.2828,1,,,,2.2938493E-5,48.442901,222.86561,0.214197,0
3148517.7,,5905,,15.3439,0.021,9E-6,14.92915,0.30253891,3.1970453,0.01037,40.44986,0.04508,549.06721,0.5876,3.5641599,24.018968,0.0028536379,99.825687,200.59542,0.2823,1,,,,2.289399E-5,47.937103,222.87953,0.21414784,0
3148686.78,,5905,,15.339,0.021,9.1E-6,14.92988,0.30263003,3.2005785,0.01043,40.454545,0.04509,549.63398,0.6122,0.2764599,24.030205,0.0028790005,99.824069,200.53077,0.2854,1,,,,2.2907229E-5,48.037936,222.90132,0.21437402,0
3148980.66,,5905,,15.2122,0.021,9.1E-6,14.789411,0.29647733,3.1410622,0.01029,39.579364,0.04424,539.29036,0.6219,0.54854344,23.720683,0.0023174512,99.85619,199.90098,0.2872,1,,,,2.2763143E-5,48.06041,218.72669,0.21238588,0
3149170.77,,5905,,15.2123,0.021,9.1E-6,14.788934,0.29820205,3.1292079,0.01012,39.580465,0.04424,537.40556,0.5644,30.93408,23.602896,0.0024148636,99.849879,200.1486,0.2801,1,,,,2.2798007E-5,47.441365,218.71256,0.21159118,0
3149337.42,,5905,,15.2075,0.021,9E-6,14.785678,0.29773124,3.1365721,0.01028,39.561944,0.04423,538.55861,0.6219,0.25095851,23.821504,0.0031800781,99.803586,199.94658,0.2873,1,,,,2.2646287E-5,47.205792,218.61626,0.21213584,0
3149631.33,,5905,,15.0823,0.021,9.1E-6,14.653356,0.28614883,3.090739,0.01009,38.758972,0.04337,530.46407,0.5974,0.97287341,23.436679,,,199.13941,0.2842,1,,,,2.2633926E-5,47.643009,214.72084,0.21092363,0
3149797,,5905,,15.0775,0.021,9.1E-6,14.655158,0.29379,3.0914275,0.01022,38.759388,0.04337,530.57401,0.6508,0.47265479,23.73656,0.0036517826,99.772431,199.14901,0.2912,1,,,,2.2396421E-5,46.873359,214.77367,0.21094466,0
3149963.98,,5905,,15.0822,0.021,9.1E-6,14.660921,0.29657419,3.090736,0.01011,38.796574,0.04342,530.50119,0.6071,1.7825745,23.788026,0.0034576764,99.785231,199.24229,0.2854,1,,,,2.2342427E-5,47.473119,214.94261,0.21081459,0
3150257.34,,5905,,14.9465,0.021,9E-6,14.536659,0.29088279,3.0397653,0.009784,38.032271,0.04252,521.62796,0.5249,7.2017267,23.497789,0.0027509077,99.826588,198.65973,0.2746,1,,,,2.2232172E-5,47.576052,211.31446,0.20911031,0
3150423.61,,5905,,14.9514,0.021,9E-6,14.537653,0.29219847,3.0422886,0.009907,38.042488,0.04253,522.03962,0.5772,0.29380475,23.457809,0.0027938742,99.823491,198.61798,0.2817,1,,,,2.2288234E-5,46.995578,211.34335,0.20926959,0
3150612.88,,5905,,14.9512,0.021,9.1E-6,14.53843,0.29305945,3.0432875,0.009921,38.049657,0.04254,522.20569,0.5817,22.000302,23.697947,0.0036686737,99.770457,198.60671,0.2822,1,,,,2.2079491E-5,46.915619,211.36595,0.2093271,0
3150903.89,,5905,,14.8165,0.021,9.2E-6,14.415282,0.28832603,2.9932915,0.009673,37.302277,0.04157,513.50446,0.5345,2.12931,23.334209,0.0029600307,99.811437,198.02243,0.2761,1,,,,2.2042266E-5,47.395893,207.80037,0.20764709,0
3151069.98,,5905,,14.8165,0.021,9.1E-6,14.413001,0.28255073,2.9989808,0.00985,37.304479,0.04158,514.41178,0.6032,0.42772588,23.156367,,,197.86494,0.2855,1,,,,2.2214701E-5,46.668419,207.7346,0.2080747,0
3151256.17,,5905,,14.8165,0.021,9.1E-6,14.414818,0.28807499,2.9930061,0.009649,37.303176,0.04157,513.45996,0.5239,2.1465916,23.34761,0.0031334578,99.800509,198.02239,0.2746,1,,,,2.2029781E-5,46.312734,207.78699,0.20763398,0
3151544.31,,5905,,14.6865,0.021,9.1E-6,14.287432,0.2835759,2.9473101,0.009458,36.534932,0.04049,505.42195,0.4952,4.6161423,23.143822,0.002771091,99.821224,197.28836,0.2706,1,,,,2.1871975E-5,46.69522,204.13071,0.2062869,0
3151730.97,,5905,,14.6865,0.021,9E-6,14.287364,0.28589312,2.9458971,0.009517,36.539783,0.04049,505.202,0.5248,2.7348533,23.173403,0.0029915024,99.807333,197.31917,0.2748,1,,,,2.1837163E-5,46.287643,204.12878,0.20618898,0
3151895.3,,5905,,14.6865,0.021,9.1E-6,14.287716,0.28612179,2.9465825,0.009521,36.541939,0.0405,505.31319,0.5256,0.34351261,23.162116,0.0030207598,99.805322,197.30863,0.2749,1,,,,2.1852993E-5,46.346807,204.13883,0.20623188,0
3152184,,5905,,14.5565,0.021,9.2E-6,14.156336,0.27407039,2.903443,0.009629,35.775454,0.03934,497.68365,0.6212,1.8061844,22.847709,,,196.46396,0.2885,1,,,,2.178265E-5,46.324232,200.40186,0.20509847,0
3152347.05,,5905,,14.5519,0.021,9.1E-6,14.156158,0.27521368,2.9046495,0.009494,35.775162,0.03934,497.87531,0.5648,0.26575967,22.848612,,,196.43411,0.2804,1,,,,2.1790177E-5,45.695418,200.39681,0.20518629,0
3152510.52,,5905,,14.5565,0.021,9.1E-6,14.15573,0.27514484,2.9055861,0.009552,35.772613,0.03933,498.02176,0.5878,0.26669653,22.850524,,,196.40693,0.2837,1,,,,2.1794763E-5,45.697224,200.3847,0.20525865,0
3152798.08,,5905,,14.4225,0.021,9.1E-6,14.025671,0.26995654,2.8575354,0.009262,35.007094,0.03812,489.61187,0.5217,3.6093285,22.710228,,,195.69377,0.2744,1,,,,2.1559091E-5,45.701048,196.71945,0.20373609,0
3152981.52,,5905,,14.4271,0.021,9.1E-6,14.025549,0.27240589,2.8584369,0.009345,35.01152,0.03813,489.75971,0.5565,1.7494121,22.738143,,,195.67137,0.2794,1,,,,2.1539125E-5,45.420455,196.71603,0.20380214,0
3153166,,5905,,14.4271,0.021,9.1E-6,14.025625,0.27253615,2.8588603,0.00935,35.008602,0.03812,489.82415,0.5583,4.2997492,22.726433,,,195.66272,0.2796,1,,,,2.1553059E-5,45.476286,196.71817,0.20383121,0
3153450.8,,5905,,14.2877,0.021,9.1E-6,13.897582,0.26710212,2.816113,0.009086,34.262724,0.03691,482.27761,0.4947,1.1685043,22.607756,,,194.85824,0.2704,1,,,,2.1332397E-5,45.452866,193.14279,0.2026333,0
3153611.95,,5905,,14.2923,0.021,9.1E-6,13.897876,0.26937942,2.8177963,0.009143,34.26915,0.03692,482.55184,0.5189,0.24163074,22.604812,,,194.82332,0.2738,1,,,,2.1347306E-5,45.215511,193.15095,0.20275015,0
3153772.23,,5905,,14.2923,0.021,9.1E-6,13.898365,0.26959618,2.8123961,0.009059,34.271778,0.03692,481.69535,0.4872,0.46814591,22.55278,,,194.95551,0.2695,1,,,,2.135858E-5,45.209624,193.16454,0.20235446,0
3154061.16,,5905,,14.1637,0.021,9.1E-6,13.767945,0.26371552,2.7765934,0.008959,33.52034,0.03569,475.24806,0.4883,1.4112057,22.495235,,,193.95724,0.2691,1,,,,2.1126611E-5,45.105559,189.55631,0.20167087,0
3154221.36,,5905,,14.1637,0.021,9.1E-6,13.768578,0.2663714,2.7782726,0.008943,33.525615,0.0357,475.52049,0.4785,0.29258695,22.489913,,,193.92686,0.2676,1,,,,2.1143723E-5,44.990469,189.57374,0.20178355,0
3154380.88,,5905,,14.1637,0.021,9.1E-6,13.770676,0.27272579,2.7733214,0.008848,33.524036,0.03569,474.73122,0.4402,0.20220723,22.667231,0.0029494619,99.80145,194.07239,0.2621,1,,,,2.0979497E-5,44.979826,189.63151,0.20139327,0
3154663.84,,5905,,14.0291,0.021,9.1E-6,13.643115,0.26852112,2.7338081,0.00868,32.798212,0.03451,467.71923,0.4121,1.4778862,22.557515,0.0029028791,99.80236,193.20151,0.2576,1,,,,2.0770028E-5,45.334462,186.1346,0.20038004,0
3154824.11,,5905,,14.0335,0.021,9.1E-6,13.643369,0.27086862,2.7345375,0.008743,32.800788,0.03451,467.83785,0.4435,0.19970441,22.529013,0.0028964082,99.802519,193.18784,0.2622,1,,,,2.0801551E-5,45.11503,186.14153,0.20042978,0
3155006.88,,5905,,14.0291,0.021,9E-6,13.64278,0.2710303,2.734737,0.008697,32.798284,0.03451,467.86708,0.4196,3.6904597,22.626987,0.0032968991,99.776115,193.17476,0.2587,1,,,,2.0717518E-5,45.058026,186.12543,0.20045307,0
3155292.13,,5905,,13.9015,0.021,9.1E-6,13.512337,0.2600453,2.6983675,0.008771,32.077111,0.03336,461.3599,0.5038,7.4707976,22.300181,,,192.1879,0.2709,1,,,,2.0688616E-5,45.253975,182.58326,0.19969658,0
3155452.06,,5905,,13.8971,0.021,9E-6,13.517103,0.26710239,2.6981392,0.008645,32.09164,0.03339,461.3381,0.4469,1.229021,22.548734,0.0030294137,99.792108,192.26114,0.2623,1,,,,2.0496505E-5,44.600363,182.71207,0.19960928,0
3155635.16,,5905,,13.8971,0.021,9.1E-6,13.518785,0.26873631,2.6983902,0.008619,32.101534,0.0334,461.38793,0.4335,3.2941419,22.49778,0.0027609352,99.810163,192.27907,0.2603,1,,,,2.0541925E-5,45.097468,182.75754,0.19960302,0
3155917.33,,5905,,13.7671,0.021,9.1E-6,13.39173,0.26330129,2.6554807,0.008546,31.394265,0.03233,453.8542,0.458,1.4987182,22.3355,0.0026982933,99.812116,191.4974,0.264,1,,,,2.0353003E-5,44.99556,179.33842,0.19829259,0
3156076.63,,5905,,13.7671,0.021,9.1E-6,13.39204,0.26512224,2.6571874,0.008605,31.396892,0.03233,454.12834,0.483,0.24709885,22.328666,0.0025536413,99.822061,191.46063,0.2677,1,,,,2.0369773E-5,44.671,179.34673,0.19841543,0
3156236.16,,5905,,13.7671,0.021,9.1E-6,13.39196,0.26513131,2.6565865,0.008578,31.396486,0.03233,454.03233,0.4712,0.25721376,22.32612,0.0027306106,99.809726,191.474,0.2659,1,,,,2.0369971E-5,44.657332,179.3446,0.19837174,0
3156518.17,,5905,,13.6362,0.021,9.1E-6,13.262223,0.26046619,2.6083035,0.008473,30.683848,0.03133,445.63837,0.4858,0.68881032,22.165351,0.0026075466,99.816262,190.78734,0.2684,1,,,,2.0137271E-5,44.65224,175.88656,0.19667167,0
3156676.33,,5905,,13.6362,0.021,9.1E-6,13.262544,0.26241597,2.6095446,0.008501,30.689934,0.03133,445.8419,0.4965,0.28668347,22.182408,0.0026195615,99.815512,190.76157,0.27,1,,,,2.013111E-5,44.330702,175.89507,0.19676049,0
3156834.19,,5905,,13.6362,0.021,9E-6,13.262369,0.26230577,2.6128187,0.008464,30.688904,0.03133,446.36174,0.4759,0.36028558,22.17663,0.0026795418,99.811023,190.67898,0.2666,1,,,,2.0160626E-5,44.364816,175.89044,0.19700995,0
3157116.08,,5905,,13.5062,0.021,9.1E-6,13.13382,0.25777481,2.5634907,0.008225,29.991957,0.03044,437.81722,0.4298,1.5946463,22.008337,0.0026063702,99.814155,190.03958,0.2599,1,,,,1.9925386E-5,44.35326,172.49723,0.19518242,0
3157295.58,,5905,,13.5062,0.021,9E-6,13.133662,0.2596319,2.566048,0.00834,29.992503,0.03044,438.2246,0.4795,2.0619306,22.065204,0.0028383887,99.797938,189.97387,0.2675,1,,,,1.9895337E-5,44.016674,172.49307,0.19537948,0
3157474.67,,5905,,13.5062,0.021,9.1E-6,13.133521,0.26008097,2.5640243,0.008242,29.99196,0.03044,437.90212,0.4372,6.619912,22.052678,0.0030087173,99.785815,190.02202,0.261,1,,,,1.9894084E-5,44.130409,172.48939,0.19522748,0
3157754.39,,5905,,13.3764,0.021,9E-6,13.002767,0.24929524,2.5222591,0.008329,29.304283,0.02969,430.57002,0.5256,1.9880696,21.685517,,,189.16721,0.2749,1,,,,1.9855188E-5,44.105355,169.07195,0.19397864,0
3157931.66,,5905,,13.3764,0.021,9.1E-6,13.004404,0.25576211,2.5172821,0.008138,29.301194,0.02968,429.77513,0.451,5.3311882,21.837788,0.0024382669,99.824022,189.31613,0.2634,1,,,,1.971047E-5,43.371035,169.11452,0.19357151,0
3158088.3,,5905,,13.3723,0.021,9.1E-6,13.002532,0.2508102,2.5238728,0.008305,29.304138,0.02969,430.82659,0.5143,0.46304392,21.721924,,,189.12331,0.2731,1,,,,1.9833721E-5,43.675576,169.06584,0.19410625,0
3158367.03,,5905,,13.2435,0.021,9.1E-6,12.874065,0.24571626,2.4746988,0.008138,28.62594,0.02907,422.3253,0.502,2.2558849,21.520052,,,188.49175,0.2717,1,,,,1.9624735E-5,43.443848,165.74156,0.19222357,0
3158542.39,,5905,,13.2467,0.021,9.1E-6,12.873784,0.2471835,2.4757132,0.008158,28.628303,0.02907,422.48905,0.5092,1.9084918,21.53988,,,188.46179,0.2728,1,,,,1.9614271E-5,43.040103,165.73432,0.19230656,0
3158697.02,,5905,,13.2426,0.021,9.1E-6,12.874454,0.24727878,2.4715653,0.00812,28.63126,0.02908,421.83213,0.4983,0.74115292,21.433182,,,188.57737,0.2714,1,,,,1.9681264E-5,43.079761,165.75158,0.19197437,0
3158972.83,,5905,,13.1098,0.021,9.1E-6,12.746862,0.24230478,2.4282567,0.007966,27.967389,0.02859,414.27829,0.4846,1.7364471,21.32647,,,187.81601,0.2694,1,,,,1.9425545E-5,42.866364,162.4825,0.19049839,0
3159126.33,,5905,,13.1098,0.021,9.1E-6,12.747276,0.24411814,2.4298433,0.008088,27.970338,0.02859,414.53366,0.5316,0.42950165,21.286688,,,187.78107,0.2769,1,,,,1.9473845E-5,42.652939,162.49303,0.19061668,0
3159279.45,,5905,,13.1098,0.021,9.1E-6,12.746725,0.24404436,2.4297915,0.007974,27.967753,0.02859,414.52282,0.486,0.3539561,21.339605,,,187.77429,0.2695,1,,,,1.9425046E-5,42.573376,162.47899,0.19062085,0
3159554.83,,5905,,12.98,0.021,9.1E-6,12.617714,0.2403476,2.373483,0.007888,27.305244,0.02821,404.9022,0.5143,3.3158029,21.028917,,,187.33728,0.2754,1,,,,1.9254544E-5,42.679211,159.20671,0.1881072,0
3159705.61,,5905,,12.9799,0.021,9.1E-6,12.617632,0.24104918,2.3786422,0.007845,27.308497,0.02821,405.72624,0.4917,1.0158156,21.119118,,,187.20006,0.2712,1,,,,1.9211325E-5,42.057834,159.20464,0.18851732,0
3159878.38,,5905,,12.98,0.021,9.1E-6,12.617279,0.24158909,2.3747638,0.007825,27.306444,0.02821,405.10718,0.4882,7.1336238,21.011985,,,187.29702,0.2709,1,,,,1.9279815E-5,42.238236,159.19574,0.1882152,0
3160150.7,,5905,,12.8488,0.021,9.1E-6,12.487485,0.23674983,2.3319149,0.007692,26.649446,0.02791,397.63335,0.4825,2.255759,20.944916,,,186.50244,0.2703,1,,,,1.8984719E-5,42.02397,155.93727,0.18674016,0
3160301.36,,5905,,12.848,0.021,9.1E-6,12.489178,0.23850322,2.3302286,0.007731,26.658045,0.02792,397.37368,0.4999,0.45285819,20.781741,,,186.57286,0.2733,1,,,,1.9121289E-5,41.889832,155.97957,0.18657982,0
3160450.56,,5905,,12.848,0.021,9.1E-6,12.489276,0.24354687,2.329938,0.007581,26.648384,0.02791,397.31778,0.439,0.35795004,21.101673,0.0026211531,99.801192,186.5821,0.263,1,,,,1.8861383E-5,41.563482,155.98201,0.18655509,0
3160722.31,,5905,,12.7183,0.021,9.1E-6,12.362026,0.24122167,2.283716,0.007351,26.013175,0.02769,389.32913,0.3944,1.5019592,20.883559,0.0020307727,99.843859,185.92247,0.2559,1,,,,1.8668245E-5,42.203346,152.8197,0.18473638,0
3160872.83,,5905,,12.7184,0.021,9.1E-6,12.361885,0.24255366,2.2856443,0.007523,26.013388,0.02769,389.63612,0.467,0.40158616,20.919185,0.0023109611,99.822462,185.86789,0.2681,1,,,,1.8654633E-5,41.767118,152.8162,0.18489448,0
3161024.63,,5905,,12.7184,0.021,9.1E-6,12.361794,0.24273677,2.2844683,0.007417,26.013052,0.02769,389.44869,0.4236,0.73446481,20.915774,0.0024987777,99.808065,185.8985,0.2608,1,,,,1.8651042E-5,41.83837,152.81395,0.18480071,0
3161296.31,,5905,,12.5879,0.021,9.2E-6,12.234831,0.23225087,2.2426343,0.007233,25.395616,0.02751,382.17589,0.3929,2.3793313,20.400897,,,185.12944,0.2559,1,,,,1.8733289E-5,41.831549,149.69108,0.18329917,0
3161443.48,,5905,,12.5889,0.021,9E-6,12.237183,0.23772388,2.2403546,0.007285,25.400577,0.02751,381.81817,0.4204,0.36213297,20.748201,0.0024181662,99.812058,185.22799,0.2607,1,,,,1.8432668E-5,40.801793,149.74866,0.18307763,0
3161593.19,,5905,,12.5849,0.021,9.1E-6,12.238349,0.24012372,2.2432907,0.007271,25.404506,0.02751,382.2892,0.4105,0.52025392,20.742924,0.0019194862,99.850671,185.16456,0.2588,1,,,,1.8453884E-5,41.496402,149.77719,0.1833001,0
3161863.77,,5905,,12.455,0.021,9.1E-6,12.111019,0.23527646,2.1981997,0.00706,24.783123,0.02735,374.49431,0.372,15.0814,20.483472,0.0020434966,99.838371,184.48581,0.2525,1,,,,1.8308568E-5,41.485848,146.67677,0.18150412,0
3162011.31,,5905,,12.4549,0.021,9E-6,12.110422,0.23666272,2.1999737,0.00713,24.784084,0.02735,374.77749,0.4021,0.18288628,20.577751,0.0017575785,99.861554,184.42699,0.2576,1,,,,1.8234775E-5,40.966945,146.66232,0.18165954,0
3162158.84,,5905,,12.4548,0.021,9.2E-6,12.109001,0.23929367,2.1948575,0.007418,24.780637,0.02735,373.9601,0.5227,0.63537799,20.928742,0.0030469257,99.764294,184.54889,0.2792,1,,,,1.7905067E-5,41.155501,146.6279,0.18125835,0
3162431.41,,5905,,12.3217,0.021,9.1E-6,11.979249,0.2299301,2.1573344,0.00711,24.161519,0.02719,367.37145,0.4438,4.1783646,20.276258,,,183.62642,0.2655,1,,,,1.8118306E-5,41.857484,143.50241,0.18008929,0
3162598.53,,5905,,12.3217,0.021,9.1E-6,11.977599,0.22848638,2.1584312,0.007126,24.155616,0.02719,367.54003,0.4493,1.75199,20.307756,,,183.56995,0.2663,1,,,,1.8098505E-5,40.552517,143.46287,0.18020567,0
3162745.7,,5905,,12.3217,0.021,9.1E-6,11.977582,0.22884471,2.1565363,0.007071,24.155671,0.02719,367.23863,0.4286,0.45814777,20.296164,,,183.62357,0.2628,1,,,,1.8093992E-5,40.615512,143.46247,0.18004771,0
3163013.64,,5905,,12.1892,0.021,9.2E-6,11.848545,0.22433395,2.1130645,0.006944,23.541277,0.02701,359.70831,0.4266,3.2079094,20.094653,,,182.88544,0.2629,1,,,,1.7900698E-5,40.592327,140.38802,0.17833957,0
3163158.69,,5905,,12.1929,0.021,9.1E-6,11.848751,0.22555158,2.1146015,0.007005,23.545521,0.02701,359.95708,0.4494,0.44734739,20.112933,,,182.84419,0.2669,1,,,,1.7896797E-5,40.189306,140.3929,0.1784662,0
3163305.38,,5905,,12.1929,0.021,9.2E-6,11.848497,0.22589728,2.11228,0.006906,23.541863,0.02701,359.58409,0.4117,0.49303376,20.094443,,,182.90738,0.2602,1,,,,1.7894703E-5,40.225867,140.38687,0.17827409,0
3163571.13,,5905,,12.0602,0.021,9.2E-6,11.721507,0.22152372,2.0700883,0.00678,22.946801,0.02679,352.27676,0.4084,2.2036687,19.927652,,,182.17072,0.2601,1,,,,1.7677786E-5,40.188886,137.39372,0.17660599,0
3163716.28,,5905,,12.0603,0.021,9.1E-6,11.721602,0.22318025,2.0700448,0.006882,22.948169,0.02679,352.2712,0.4497,0.43577629,19.939488,,,182.17347,0.2677,1,,,,1.7667013E-5,39.855304,137.39595,0.17660084,0
3163860.59,,5905,,12.0603,0.021,9.2E-6,11.721356,0.22312579,2.0700924,0.006822,22.946947,0.02679,352.27757,0.4258,0.40882362,19.928764,,,182.16826,0.2633,1,,,,1.767684E-5,39.878977,137.3902,0.17660861,0
3164126.03,,5905,,11.9277,0.021,9.1E-6,11.593971,0.21901101,2.0272906,0.006651,22.354372,0.02652,344.87565,0.4045,3.456548,19.784697,,,181.4503,0.2599,1,,,,1.7431435E-5,39.857528,134.42017,0.17485731,0
3164289.91,,5905,,11.9277,0.021,9.1E-6,11.593932,0.22079859,2.0265394,0.006698,22.355103,0.02652,344.75688,0.4248,6.7673523,19.783096,,,181.47214,0.2637,1,,,,1.7426842E-5,39.569394,134.41925,0.17479311,0
3164433.47,,5905,,11.9313,0.021,9.1E-6,11.593543,0.22063744,2.0297721,0.006734,22.353402,0.02652,345.26947,0.4353,0.5553591,19.81885,,,181.36949,0.2654,1,,,,1.7421267E-5,39.566192,134.41025,0.17507781,0
3164698.17,,5905,,11.7971,0.021,9.2E-6,11.465462,0.21661603,1.9860285,0.006509,21.7642,0.02619,337.72111,0.3935,1.7419687,19.6219,,,180.67556,0.2582,1,,,,1.7211438E-5,39.637699,131.45683,0.17321836,0
3164841.53,,5905,,11.7971,0.021,9.1E-6,11.465459,0.21799641,1.9870511,0.006544,21.764991,0.02619,337.88459,0.4067,0.3161316,19.644857,,,180.64446,0.2606,1,,,,1.7199646E-5,39.243799,131.45675,0.17330759,0
3164984.55,,5905,,11.8006,0.021,9.1E-6,11.465319,0.21802414,1.9870122,0.00656,21.764269,0.02619,337.87767,0.4134,0.4206143,19.624432,,,180.64342,0.2619,1,,,,1.7217194E-5,39.289714,131.45353,0.17330632,0
3165247.61,,5905,,11.6648,0.021,9E-6,11.336498,0.21378173,1.9449437,0.006419,21.178821,0.02579,330.59955,0.4038,5.3839165,19.462225,,,179.8946,0.2606,1,,,,1.698673E-5,39.248865,128.51619,0.17156477,0
3165388.45,,5905,,11.6648,0.021,9E-6,11.336451,0.21525861,1.9450755,0.00637,21.181712,0.02579,330.62341,0.3834,0.34146763,19.458418,,,179.88978,0.2567,1,,,,1.6991279E-5,38.92445,128.51512,0.17157711,0
3165549.44,,5905,,11.6648,0.021,9.1E-6,11.336039,0.21554496,1.945817,0.006443,21.180365,0.02579,330.74003,0.4125,1.8398028,19.53686,,,179.86035,0.2622,1,,,,1.6929027E-5,38.916836,128.50577,0.17164876,0
