NA, FW_VERSION, FW_DATE 
925187500,-.363,
925781250,-.372,
926375000,-.381,
926968750,-.392,
927562500,-.402,
928156250,-.417,
928750000,-.424,
929343750,-.440,
929937500,-.441,
930531250,-.457,
931125000,-.455,
931718750,-.463,
932312500,-.472,
932906250,-.484,
933500000,-.493,
934093750,-.505,
934687500,-.526,
935281250,-.529,
935875000,-.553,
936468750,-.563,
937062500,-.585,
937656250,-.594,
938250000,-.616,
938843750,-.622,
939437500,-.637,
940031250,-.659,
940625000,-.678,
941218750,-.689,
941812500,-.703,
942406250,-.734,
943000000,-.747,
943593750,-.768,
944187500,-.794,
944781250,-.806,
945375000,-.835,
945968750,-.852,
946562500,-.872,
947156250,-.906,
947750000,-.924,
948343750,-.954,
948937500,-.987,
949531250,-1.011,
950125000,-1.055,
950718750,-1.072,
951312500,-1.116,
951906250,-1.158,
952500000,-1.184,
953093750,-1.210,
953687500,-1.261,
954281250,-1.304,
954875000,-1.327,
955468750,-1.374,
956062500,-1.416,
956656250,-1.464,
957250000,-1.519,
957843750,-1.572,
958437500,-1.642,
959031250,-1.691,
959625000,-1.760,
960218750,-1.832,
960812500,-1.896,
961406250,-1.977,
962000000,-2.053,
962593750,-2.140,
963187500,-2.225,
963781250,-2.322,
964375000,-2.421,
964968750,-2.535,
965562500,-2.647,
966156250,-2.785,
966750000,-2.916,
967343750,-3.055,
967937500,-3.202,
968531250,-3.357,
969125000,-3.531,
969718750,-3.694,
970312500,-3.886,
970906250,-4.082,
971500000,-4.287,
972093750,-4.494,
972687500,-4.706,
973281250,-4.933,
973875000,-5.154,
974468750,-5.378,
975062500,-5.582,
975656250,-5.768,
976250000,-5.935,
976843750,-6.077,
977437500,-6.177,
978031250,-6.230,
978625000,-6.231,
979218750,-6.183,
979812500,-6.076,
980406250,-5.929,
981000000,-5.729,
981593750,-5.510,
982187500,-5.252,
982781250,-4.968,
983375000,-4.682,
983968750,-4.387,
984562500,-4.097,
985156250,-3.808,
985750000,-3.521,
986343750,-3.247,
986937500,-2.989,
987531250,-2.740,
988125000,-2.520,
988718750,-2.297,
989312500,-2.102,
989906250,-1.918,
990500000,-1.751,
991093750,-1.584,
991687500,-1.452,
992281250,-1.318,
992875000,-1.2,
993468750,-1.079,
994062500,-.994,
994656250,-.889,
995250000,-.821,
995843750,-.748,
996437500,-.666,
997031250,-.608,
997625000,-.559,
998218750,-.502,
998812500,-.463,
999406250,-.408,
1000000000,-.380,

